MQ2,Temperature,Humidity,Fire_Alarm
116.38939047129934,35.90963648012292,65.69049693763857,1
87.47675687758827,33.67078751555836,59.536550067493266,1
113.20885582309091,33.48785081803467,62.42696367483727,1
46.83831592708489,33.26620291454653,58.60190641411263,0
35.54563366576581,32.557292928473224,63.5300945546736,0
45.42703315240835,33.72146116651269,58.9309772466676,0
101.70324477406113,35.26013455577682,63.24969906428475,1
34.18481581956125,33.79218259984699,60.68308603335471,0
55.89310277626781,32.68213270210052,63.90005341817566,0
84.71987272219496,33.74204430522959,62.35698755678362,1
106.75845236562188,35.10290739437736,62.841794394548764,1
46.40130838029839,32.102957502499976,64.63619977089253,0
66.09330953909299,34.86039779340461,67.59292478690851,1
49.12672414065639,33.110401623198925,60.42644634707577,0
48.69894380482674,32.22694704248118,58.37995156851536,0
40.99085529881075,32.220103849055356,58.677158030594335,0
42.82623055075649,33.79422051990515,57.15821027496843,0
89.53717666485619,33.21828901909258,59.60818274140769,1
31.35681866731614,32.4752750879848,60.700611700893646,0
119.32291858515582,33.16912648995278,67.47005486328806,1
39.12726728878613,33.60734415379823,58.25399698159268,0
58.466566117599996,32.675230342807254,59.92517693818864,0
31.742508365045985,32.82076584607126,56.014715428660324,0
58.52142919229749,33.272820822527564,55.84139964995049,0
70.87004963906008,33.35645374880421,61.0989326595875,1
51.205720315428515,33.2903455808189,60.11342398860938,0
43.68209952651108,32.455870325083886,57.65202367681725,0
30.762573802322855,33.774172848530235,61.228904758190005,0
179.325762439649,35.77370848113482,61.036470736448535,2
97.95359988236723,33.254513142255576,66.44895721719068,1
103.10561905205863,33.857136258845586,58.910359937303966,1
93.45042974523952,33.16890982704551,63.90539551695446,1
53.253984700833435,32.479123781333946,58.85097728601925,0
93.40830624683394,34.94763090634819,69.76039090342573,1
115.69251865816727,34.750968335552614,58.732935518258365,1
87.32108514756699,35.79818545006204,64.140129305388,1
30.165663513708072,33.024186116598564,63.67072318580104,0
173.275356294699,36.44342030556445,74.61734950407289,2
107.87575536200373,35.95991873550353,60.55556993810693,1
100.1465348764078,34.66156285320396,60.06783845441956,1
122.7589048806755,33.30336802836837,64.73125565842463,1
47.93699936433255,33.9713009082212,56.694927466860925,0
97.43810729660639,33.27361830914607,60.74371366604155,1
116.5047651105807,34.12939010063415,64.39140719746028,1
88.29019557239131,34.888195914405784,60.02722075686597,1
32.65477506155759,33.34427109481176,64.36154774160781,0
51.888185350141924,33.63444440040243,59.6559801813246,0
56.844820512829465,32.978905520555124,58.169220051562775,0
67.71824058632266,35.60579738456838,59.54655666292779,1
103.54515669237894,35.9788943883579,63.68753968315447,1
48.35558684167138,33.614880310328125,61.57612892300343,0
68.10090327011646,35.37473713117755,69.44861232710467,1
109.10426262823314,35.05419351766164,65.41905725836355,1
150.51984134948307,35.344510474217614,66.97736533085991,2
107.21947156280143,34.40598192598238,69.11905150193793,1
120.84543953621389,33.07910092349176,63.368948401881454,1
71.0466800826456,34.36697025835714,58.471745678093185,1
33.66114704534336,33.924894589884225,64.40458584352915,0
65.6502590888179,33.82022121579212,66.14922782973387,1
91.90673131869919,35.83429718964729,59.53096363354676,1
47.772437065861276,32.01390426106238,63.92046555177113,0
59.08753883293676,33.816531771933306,57.94448892069586,0
48.03345035229626,32.45759633098324,55.050615838462186,0
48.226345557043146,32.83482200629756,62.94811303541648,0
51.39734361668985,33.79443151590665,55.37348188749215,0
66.52104460492745,34.85465418994878,64.62288206529382,1
123.55112476775207,34.648586646971204,62.297952616394085,1
88.35210072404979,34.24445850701299,65.12310944264858,1
39.13841307520112,33.037581243486734,57.80772362440856,0
80.01457388987572,33.244046341925696,65.44371461624158,1
70.6665776453557,33.8321435489434,65.53480467389089,1
85.44821241518108,33.13565601031857,59.286064136077314,1
69.70738288053596,35.28453189515242,68.22617800382248,1
33.23674280979913,33.55975109171525,55.85347464993768,0
141.86133958679972,37.005929659773294,62.68829353877948,2
65.86360931778535,34.272666027740925,62.758513387855245,1
72.08988965729938,35.094485142059234,60.21425223227653,1
178.47352166376845,35.46308814582261,62.485944469710894,2
95.97802089807172,34.32459150412013,59.362691106395545,1
49.875668530619464,32.07377389470906,64.28318562587725,0
44.16644775485848,32.4837045818009,60.908332605690106,0
102.91023273018796,35.306962245541534,63.17991455475615,1
90.7396416425011,35.4316599923455,60.90964604361675,1
81.9220743542784,35.73278155348153,63.550416593597774,1
92.49517342949099,34.36362319430332,60.124125811320965,1
124.4303085200404,34.84024558780737,66.56019503061464,1
110.27257244508094,33.45125067331058,62.52740995725547,1
135.60194510840262,35.865891659720766,76.61238815575459,2
32.23651931039313,32.08155028310953,58.594911512197555,0
35.990213464750795,33.63602953184498,64.73010554752446,0
31.031655633456552,32.99449701178477,64.14864390220448,0
53.55527884179041,32.85421557725251,57.439896433790835,0
54.25192044349383,32.64640586404151,62.224521152615054,0
115.15880723073235,33.25232041834499,68.51984323190014,1
53.12901539863683,32.678059582097404,56.270605126518845,0
79.86385937006945,33.250502150096004,62.1790656042796,1
149.89277995228707,36.743714664267834,79.30053821333026,2
54.06590942262119,32.37303702079971,62.02484083987109,0
99.52845067255274,34.56929353251044,58.490423395197745,1
119.32103851736383,33.84288956877669,62.37123833257691,1
67.4437281391382,34.47787531287258,69.3942474838917,1
84.13853781762568,34.060056684078155,69.05046880638176,1
106.80422992184904,34.60828909903236,60.512191880040525,1
112.71117168612221,34.05274503765624,64.24369241084553,1
39.35133228268233,33.219128667959794,59.281841483173146,0
121.41381448549745,35.90790760685729,60.30746822570405,1
94.49695250700994,33.35257874033132,63.509629074859134,1
69.27131890761373,34.39109521481995,68.48294348928133,1
75.39765920425074,35.46558017787107,58.34539211576007,1
105.98040640498141,33.564363479171284,58.98110838338646,1
54.463842853645026,32.45299155039588,64.1324055255647,0
82.59264630188387,35.548942172032234,61.405310869584696,1
105.35110736462231,34.35163240593028,65.75100689597922,1
51.242177333881365,32.15395981965759,56.608080514174986,0
46.28088249474746,33.67060499117848,62.40768617754205,0
39.755499660802414,33.31996809206836,55.35942273796742,0
117.64832081162318,35.44138505912085,63.81427582229226,1
66.39631614414955,33.23320391089496,61.32253177776644,1
110.05226406748984,35.961828387944834,61.230918771392574,1
32.93016342019152,33.40603791779036,55.24315966431454,0
81.911286486404,35.958632233438806,66.9791162846039,1
97.7370073589561,34.88267424025219,59.064430405084664,1
69.23412484402579,34.5831033272589,68.76146091887215,1
31.951547789558386,32.23973073466737,60.76903884626359,0
66.59067863249732,33.221389694206195,66.01069286225233,1
91.33828524233817,33.428975046158506,64.24196201334392,1
35.454749016213015,33.266807513020844,62.12179221347536,0
84.15881825542489,35.43870302739023,59.04304345704909,1
75.64637262678337,35.467611728769505,66.96965125760508,1
67.76015852130516,33.33359244691845,68.34836450496094,1
34.227726749242876,32.64156012994347,61.97015740995268,0
71.96435843041498,35.71906315528421,65.46504040273449,1
113.41008435603584,35.17715852516508,61.029243332128246,1
118.73139370977202,34.406079479384914,68.68632736887874,1
119.15317440077399,34.142672569893065,61.86494998699814,1
89.75706061468559,34.25472910887186,68.74248205224639,1
84.20297606183671,35.514986114133414,59.43714558183102,1
58.18496824692568,32.28978974418244,63.51136671516857,0
88.91028406384241,35.88651764542362,65.60081025180071,1
104.52161789713671,33.12947973585173,60.18256101278974,1
75.39211219460091,35.23813463779627,63.91141712791443,1
54.86212527455788,33.267059421521786,56.40084015236524,0
38.76433945605655,32.63600694994373,55.93674767828092,0
45.681984881459826,33.45191135774048,62.69993553098611,0
88.16615826804646,35.703474031472965,63.52934521639271,1
122.29191683979164,35.438398701772506,62.207050705679166,1
113.86810895533614,35.9231844229985,67.67441535751674,1
35.115723710618745,32.44421562094146,60.02637093105192,0
135.0891236310202,37.788127967382756,61.267499409455354,2
103.2457940898924,34.483260914107746,66.06040821287029,1
50.52699079536471,32.72725920475859,61.45472295907168,0
138.03406866297777,35.839937280980855,76.1974889170927,2
156.22556947851274,35.727229197245244,68.23681828294536,2
101.95100588313298,34.12461173857111,60.88174742533832,1
122.0037180230483,35.99915301985839,64.44527850182257,1
44.85530730333811,32.50356459165073,64.53928577002587,0
56.616382277289794,33.05930115671201,57.86541252128284,0
110.47076662786215,34.67521274920742,67.40383615289372,1
38.14047095321688,33.26461166118716,64.90053850104263,0
74.77606562488577,35.67342934109421,62.14800739988636,1
32.22133955202271,32.77347069260107,61.49963930777765,0
104.61184260306388,34.12281238726836,59.63645770704124,1
39.92694074557947,33.84938723655713,58.75582952639944,0
34.6805592132731,33.815132947852184,61.064290596595896,0
121.48788852659152,34.7529429357693,59.44763045320721,1
122.03642881625336,35.989910511221716,65.04209341625055,1
179.11893084543033,36.831860127324894,78.59058288495652,2
31.393512381599933,33.021494605155134,61.31138625997263,0
138.66867976473773,35.97103770921273,75.20455719779373,2
36.370173320348286,33.616240759128836,57.2426930946056,0
108.5654800233597,33.172676280049934,65.41753888549475,1
30.617534828874074,32.57950290582754,60.48733789366586,0
35.961470446025174,32.033175657855715,63.101133946791805,0
52.82355145850693,33.800836114326664,63.22600560659659,0
134.0116872830821,36.52283113605336,69.43152377100317,2
39.75990992289793,33.45643269722372,55.97176493770768,0
102.55159494285418,35.88966761832184,59.82283232214753,1
40.702599800807675,33.07154936814952,60.18329652363737,0
43.20457481218804,33.94356416544192,56.77110679407049,0
41.23620356542087,32.062858371373466,61.420316461542875,0
58.96896099223678,33.88581940782504,56.95242987798044,0
142.2978864192254,36.7148380684097,66.44707689949446,2
51.87021504122962,32.34873285800998,60.015162946871996,0
103.59729310654119,35.08724606695385,61.343084068383504,1
116.32763504066043,33.03406093430226,59.76488177114845,1
